Ref_Date,GEO,OCC,Vector,Coordinate,Value
2007/12,Alberta,"Judges, lawyers, psychologists, social workers, ministers of religion, and policy and program officers",v64593271,10.301,190
2008/01,Alberta,Administrative services managers,v64593003,10.43,190
2008/01,Alberta,Professional occupations in business and finance,v64593060,10.6,190
2008/01,Alberta,Teachers and professors,v64593291,10.15,190
2008/01,Alberta,Sales and service supervisors,v64593356,10.383,190
2008/01,Alberta,Sales and service supervisors,v64593357,10.384,190
2008/02,Alberta,Administrative services managers,v64593003,10.43,190
2008/02,Alberta,Professional occupations in business and finance,v64593060,10.6,190
2008/03,Alberta,Professional occupations in business and finance,v64593060,10.6,190
2008/04,Alberta,"Occupations unique to agriculture, excluding labourers",v64593579,10.593,190
2008/05,Alberta,Administrative support clerks,v64593117,10.153,190
2008/05,Alberta,"Occupations in travel and accommodation, including attendants in recreation and sport",v64593403,10.426,190
2008/05,Alberta,Child care and home support workers,v64593417,10.22,190
2008/05,Alberta,Child care and home support workers,v64593418,10.44,190
2008/05,Alberta,Other construction trades,v64593477,10.495,190
2008/06,Alberta,"Sales, marketing and advertising managers",v64593012,10.52,190
2008/06,Alberta,Teachers and professors,v64593291,10.15,190
2008/06,Alberta,"Occupations in travel and accommodation, including attendants in recreation and sport",v64593403,10.426,190
2008/07,Alberta,Administrative services managers,v64593003,10.43,190
2008/07,Alberta,"Food counter attendants, kitchen helpers and related occupations",v64593439,10.46,190
2008/07,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,190
2008/08,Alberta,"Technical occupations in libraries, archives, museums and art galleries",v64593330,10.358,190
2008/08,Alberta,Occupations in travel and accommodation,v64593404,10.427,190
2008/08,Alberta,"Plumbers, pipefitters and gas fitters",v64593465,10.483,190
2008/09,Alberta,Sales and service supervisors,v64593356,10.383,190
2008/09,Alberta,Sales and service supervisors,v64593357,10.384,190
2008/09,Alberta,Occupations in protective services,v64593391,10.21,190
2008/10,Alberta,Assemblers in manufacturing,v64593692,10.704,190
2008/11,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,190
2008/11,Alberta,"Other trades, n.e.c.",v64593526,10.543,190
2008/12,Alberta,"Technical occupations in art, culture, recreation and sport",v64593329,10.357,190
2008/12,Alberta,Agriculture and horticulture workers,v64593588,10.602,190
2009/01,Alberta,"Auditors, accountants and investment professionals",v64593061,10.99,190
2009/01,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,190
2009/02,Alberta,Mine service workers and operators in oil and gas drilling,v64593600,10.614,190
2009/03,Alberta,Technical and related occupations in health,v64593243,10.275,190
2009/04,Alberta,Facility operation and maintenance managers,v64593014,10.54,190
2009/04,Alberta,"Policy and program officers, researchers and consultants",v64593281,10.311,190
2009/04,Alberta,Supervisors in manufacturing,v64593624,10.636,190
2009/04,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,190
2009/05,Alberta,Other engineers,v64593154,10.189,190
2009/05,Alberta,"Machine operators and related workers in chemical, plastic and rubber processing",v64593652,10.664,190
2009/06,Alberta,Office equipment operators,v64593107,10.143,190
2009/07,Alberta,Office equipment operators,v64593107,10.143,190
2009/07,Alberta,"Architects, urban planners and land surveyors",v64593163,10.198,190
2009/07,Alberta,College and other vocational instructors,v64593295,10.324,190
2009/08,Alberta,"Architects, urban planners and land surveyors",v64593163,10.198,190
2009/09,Alberta,Professional occupations in art and culture,v64593311,10.339,190
2009/09,Alberta,Supervisors in manufacturing,v64593624,10.636,190
2009/11,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,190
2009/11,Alberta,Professional occupations in art and culture,v64593311,10.339,190
2009/11,Alberta,Supervisors in manufacturing,v64593624,10.636,190
2009/12,Alberta,Professional occupations in art and culture,v64593311,10.339,190
2010/01,Alberta,Other mechanics,v64593520,10.537,190
2010/01,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,190
2010/02,Alberta,Other engineers,v64593154,10.189,190
2010/02,Alberta,Mine service workers and operators in oil and gas drilling,v64593600,10.614,190
2010/02,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,190
2010/02,Alberta,Unclassified occupations,v64593721,10.34,190
2010/03,Alberta,Professional occupations in art and culture,v64593311,10.339,190
2010/03,Alberta,Supervisors in manufacturing,v64593624,10.636,190
2010/03,Alberta,Machine operators and related workers in metal and mineral products processing,v64593646,10.658,190
2010/04,Alberta,Office equipment operators,v64593107,10.143,190
2010/04,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,190
2010/04,Alberta,"Crane operators, drillers and blasters",v64593547,10.563,190
2010/04,Alberta,"Supervisors, mining, oil and gas",v64593594,10.608,190
2010/05,Alberta,Professional occupations in art and culture,v64593311,10.339,190
2010/06,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,190
2010/07,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,190
2010/07,Alberta,Machinists and related occupations,v64593497,10.514,190
2010/08,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,190
2010/08,Alberta,Creative designers and craftspersons,v64593344,10.372,190
2010/08,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,190
2010/09,Alberta,Occupations in travel and accommodation,v64593404,10.427,190
2010/10,Alberta,Technical occupations in computer and information systems,v64593214,10.249,190
2010/10,Alberta,"Psychologists, social workers, counsellors, clergy and probation officers",v64593275,10.305,190
2010/11,Alberta,Occupations in travel and accommodation,v64593404,10.427,190
2010/12,Alberta,"Technical sales specialists, wholesale trade",v64593367,10.393,190
2010/12,Alberta,Occupations in travel and accommodation,v64593404,10.427,190
2010/12,Alberta,"Machining, metalworking, woodworking and related machine operators",v64593685,10.697,190
2011/01,Alberta,Technical occupations in physical sciences,v64593177,10.212,190
2011/01,Alberta,Creative designers and craftspersons,v64593344,10.372,190
2011/01,Alberta,"Technical sales specialists, wholesale trade",v64593367,10.393,190
2011/01,Alberta,Occupations in travel and accommodation,v64593404,10.427,190
2011/02,Alberta,Other sales and related occupations,v64593441,10.462,190
2011/03,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,190
2011/03,Alberta,Other sales and related occupations,v64593441,10.462,190
2011/04,Alberta,"Policy and program officers, researchers and consultants",v64593281,10.311,190
2011/05,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,190
2011/05,Alberta,"Occupations unique to agriculture, excluding labourers",v64593579,10.593,190
2011/06,Alberta,Other technical inspectors and regulatory officers,v64593203,10.238,190
2011/06,Alberta,Masonry and plastering trades,v64593472,10.49,190
2011/06,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,190
2011/07,Alberta,"Policy and program officers, researchers and consultants",v64593281,10.311,190
2011/07,Alberta,Mine service workers and operators in oil and gas drilling,v64593600,10.614,190
2011/07,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,190
2011/07,Alberta,Other assembly and related occupations,v64593701,10.713,190
2011/08,Alberta,Technical occupations in physical sciences,v64593177,10.212,190
2011/08,Alberta,"Other trades, n.e.c.",v64593526,10.543,190
2011/09,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2011/11,Alberta,Logging and forestry workers,v64593605,10.619,190
2011/12,Alberta,Managers in construction and transportation,v64593050,10.9,190
2011/12,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2011/12,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2011/12,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,190
2011/12,Alberta,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",v64593580,10.594,190
2012/01,Alberta,Senior management occupations,v64592993,10.3,190
2012/01,Alberta,Legislators and senior management,v64592994,10.35,190
2012/03,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2012/03,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2012/04,Alberta,Managers in construction and transportation,v64593050,10.9,190
2012/04,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2012/04,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2012/04,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,190
2012/05,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2012/05,Alberta,Secretaries,v64593078,10.115,190
2012/05,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,190
2012/05,Alberta,Computer and information systems professionals,v64593170,10.205,190
2012/05,Alberta,Occupations in food and beverage service,v64593386,10.41,190
2012/05,Alberta,Occupations in food and beverage service,v64593387,10.411,190
2012/05,Alberta,Security guards and related occupations,v64593401,10.424,190
2012/06,Alberta,Computer and information systems professionals,v64593170,10.205,190
2012/07,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2012/07,Alberta,"Psychologists, social workers, counsellors, clergy and probation officers",v64593275,10.305,190
2012/07,Alberta,College and other vocational instructors,v64593295,10.324,190
2012/07,Alberta,Security guards and related occupations,v64593401,10.424,190
2012/08,Alberta,"Psychologists, social workers, counsellors, clergy and probation officers",v64593275,10.305,190
2012/08,Alberta,"Policy and program officers, researchers and consultants",v64593281,10.311,190
2012/08,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,190
2012/09,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2012/09,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2012/09,Alberta,Security guards and related occupations,v64593401,10.424,190
2012/10,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2012/10,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2012/10,Alberta,Security guards and related occupations,v64593401,10.424,190
2012/10,Alberta,Assemblers in manufacturing,v64593692,10.704,190
2012/11,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2012/11,Alberta,Computer and information systems professionals,v64593170,10.205,190
2012/11,Alberta,"Other trades, n.e.c.",v64593526,10.543,190
2013/01,Alberta,Senior management occupations,v64592993,10.3,190
2013/01,Alberta,Legislators and senior management,v64592994,10.35,190
2013/01,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2013/01,Alberta,Clerical supervisors,v64593095,10.131,190
2013/01,Alberta,Clerical supervisors,v64593096,10.132,190
2013/01,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,190
2013/01,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,190
2013/01,Alberta,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",v64593580,10.594,190
2013/02,Alberta,Senior management occupations,v64592993,10.3,190
2013/02,Alberta,Legislators and senior management,v64592994,10.35,190
2013/02,Alberta,Managers in construction and transportation,v64593050,10.9,190
2013/02,Alberta,Computer and information systems professionals,v64593170,10.205,190
2013/02,Alberta,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",v64593580,10.594,190
2013/02,Alberta,Logging and forestry workers,v64593605,10.619,190
2013/03,Alberta,Senior management occupations,v64592993,10.3,190
2013/03,Alberta,Legislators and senior management,v64592994,10.35,190
2013/03,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,190
2013/03,Alberta,Teachers and professors,v64593291,10.15,190
2013/03,Alberta,"Other installers, repairers and servicers",v64593536,10.553,190
2013/04,Alberta,Senior management occupations,v64592993,10.3,190
2013/04,Alberta,Legislators and senior management,v64592994,10.35,190
2013/04,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2013/04,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2013/04,Alberta,Other technical inspectors and regulatory officers,v64593203,10.238,190
2013/04,Alberta,Technical and related occupations in health,v64593243,10.275,190
2013/04,Alberta,Teachers and professors,v64593291,10.15,190
2013/04,Alberta,"Technical occupations in art, culture, recreation and sport",v64593329,10.357,190
2013/04,Alberta,Security guards and related occupations,v64593401,10.424,190
2013/05,Alberta,Senior management occupations,v64592993,10.3,190
2013/05,Alberta,Legislators and senior management,v64592994,10.35,190
2013/05,Alberta,Managers in construction and transportation,v64593050,10.9,190
2013/05,Alberta,Other technical inspectors and regulatory officers,v64593203,10.238,190
2013/05,Alberta,Assisting occupations in support of health services,v64593264,10.296,190
2013/05,Alberta,Assisting occupations in support of health services,v64593265,10.297,190
2013/06,Alberta,Senior management occupations,v64592993,10.3,190
2013/06,Alberta,Legislators and senior management,v64592994,10.35,190
2013/06,Alberta,Managers in construction and transportation,v64593050,10.9,190
2013/06,Alberta,Assisting occupations in support of health services,v64593264,10.296,190
2013/06,Alberta,Assisting occupations in support of health services,v64593265,10.297,190
2013/06,Alberta,"Technical occupations in art, culture, recreation and sport",v64593329,10.357,190
2013/06,Alberta,Security guards and related occupations,v64593401,10.424,190
2013/06,Alberta,"Other trades, n.e.c.",v64593526,10.543,190
2013/07,Alberta,Managers in construction and transportation,v64593050,10.9,190
2013/07,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2013/07,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2013/07,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,190
2013/07,Alberta,"Psychologists, social workers, counsellors, clergy and probation officers",v64593275,10.305,190
2013/08,Alberta,"Occupations in travel and accommodation, including attendants in recreation and sport",v64593403,10.426,190
2013/09,Alberta,Senior management occupations,v64592993,10.3,190
2013/09,Alberta,Legislators and senior management,v64592994,10.35,190
2013/09,Alberta,Clerical supervisors,v64593095,10.131,190
2013/09,Alberta,Clerical supervisors,v64593096,10.132,190
2013/10,Alberta,Technical and related occupations in health,v64593243,10.275,190
2013/11,Alberta,Technical and related occupations in health,v64593243,10.275,190
2013/12,Alberta,Senior management occupations,v64592993,10.3,190
2013/12,Alberta,Legislators and senior management,v64592994,10.35,190
2013/12,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,190
2014/02,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2014/02,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2014/02,Alberta,Secretaries,v64593078,10.115,190
2014/02,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,190
2014/02,Alberta,Occupations in food and beverage service,v64593386,10.41,190
2014/02,Alberta,Occupations in food and beverage service,v64593387,10.411,190
2014/03,Alberta,Senior management occupations,v64592993,10.3,190
2014/03,Alberta,Legislators and senior management,v64592994,10.35,190
2014/03,Alberta,"Other installers, repairers and servicers",v64593536,10.553,190
2014/04,Alberta,Clerical supervisors,v64593095,10.131,190
2014/04,Alberta,Clerical supervisors,v64593096,10.132,190
2014/04,Alberta,Cashiers,v64593378,10.403,190
2014/04,Alberta,Cashiers,v64593379,10.404,190
2014/05,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2014/05,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2014/05,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,190
2014/05,Alberta,Masonry and plastering trades,v64593472,10.49,190
2014/06,Alberta,Secretaries,v64593078,10.115,190
2014/06,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,190
2014/06,Alberta,Technical and related occupations in health,v64593243,10.275,190
2014/07,Alberta,Managers in construction and transportation,v64593050,10.9,190
2014/07,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2014/07,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2014/07,Alberta,Technical occupations in physical sciences,v64593177,10.212,190
2014/07,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,190
2014/07,Alberta,"Policy and program officers, researchers and consultants",v64593281,10.311,190
2014/07,Alberta,Cashiers,v64593378,10.403,190
2014/07,Alberta,Cashiers,v64593379,10.404,190
2014/08,Alberta,Managers in construction and transportation,v64593050,10.9,190
2014/08,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2014/08,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2014/08,Alberta,Clerical supervisors,v64593095,10.131,190
2014/08,Alberta,Clerical supervisors,v64593096,10.132,190
2014/08,Alberta,Technical occupations in physical sciences,v64593177,10.212,190
2014/08,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,190
2014/09,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2014/09,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2014/09,Alberta,Other technical inspectors and regulatory officers,v64593203,10.238,190
2014/09,Alberta,Security guards and related occupations,v64593401,10.424,190
2014/09,Alberta,Other construction trades,v64593477,10.495,190
2014/10,Alberta,Secretaries,v64593078,10.115,190
2014/10,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,190
2014/10,Alberta,Sales and service supervisors,v64593356,10.383,190
2014/10,Alberta,Sales and service supervisors,v64593357,10.384,190
2014/10,Alberta,Security guards and related occupations,v64593401,10.424,190
2014/10,Alberta,Other construction trades,v64593477,10.495,190
2014/11,Alberta,Managers in construction and transportation,v64593050,10.9,190
2014/11,Alberta,Sales and service supervisors,v64593356,10.383,190
2014/11,Alberta,Sales and service supervisors,v64593357,10.384,190
2014/11,Alberta,Cashiers,v64593378,10.403,190
2014/11,Alberta,Cashiers,v64593379,10.404,190
2014/11,Alberta,"Occupations in travel and accommodation, including attendants in recreation and sport",v64593403,10.426,190
2014/12,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2014/12,Alberta,Logging and forestry workers,v64593605,10.619,190
2015/01,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2015/01,Alberta,Logging and forestry workers,v64593605,10.619,190
2015/02,Alberta,Facility operation and maintenance managers,v64593014,10.54,190
2015/02,Alberta,Clerical supervisors,v64593095,10.131,190
2015/02,Alberta,Clerical supervisors,v64593096,10.132,190
2015/02,Alberta,Technical occupations in physical sciences,v64593177,10.212,190
2015/02,Alberta,"Machining, metalworking, woodworking and related machine operators",v64593685,10.697,190
2015/02,Alberta,Other assembly and related occupations,v64593701,10.713,190
2015/03,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,190
2015/03,Alberta,Finance and insurance administration occupations,v64593070,10.107,190
2015/03,Alberta,Finance and insurance administration occupations,v64593071,10.108,190
2015/03,Alberta,Other engineers,v64593154,10.189,190
2015/03,Alberta,Technical and related occupations in health,v64593243,10.275,190
2015/03,Alberta,Assisting occupations in support of health services,v64593264,10.296,190
2015/03,Alberta,Assisting occupations in support of health services,v64593265,10.297,190
2015/03,Alberta,Teachers and professors,v64593291,10.15,190
2015/03,Alberta,"Supervisors, mining, oil and gas",v64593594,10.608,190
2015/04,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2015/04,Alberta,Assisting occupations in support of health services,v64593264,10.296,190
2015/04,Alberta,Assisting occupations in support of health services,v64593265,10.297,190
2015/04,Alberta,"Technical sales specialists, wholesale trade",v64593367,10.393,190
2015/04,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,190
2015/05,Alberta,Assisting occupations in support of health services,v64593264,10.296,190
2015/05,Alberta,Assisting occupations in support of health services,v64593265,10.297,190
2015/05,Alberta,Teachers and professors,v64593291,10.15,190
2015/05,Alberta,Cashiers,v64593378,10.403,190
2015/05,Alberta,Cashiers,v64593379,10.404,190
2015/05,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,190
2015/06,Alberta,Technical occupations in computer and information systems,v64593214,10.249,190
2015/06,Alberta,"Sales representatives, wholesale trade",v64593365,10.391,190
2015/06,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,190
2015/07,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2015/07,Alberta,"Crane operators, drillers and blasters",v64593547,10.563,190
2015/08,Alberta,Physical science professionals,v64593139,10.174,190
2015/08,Alberta,"Other installers, repairers and servicers",v64593536,10.553,190
2015/09,Alberta,Managers in food service and accommodation,v64593019,10.59,190
2015/10,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,190
2015/11,Alberta,Assisting occupations in support of health services,v64593264,10.296,190
2015/11,Alberta,Assisting occupations in support of health services,v64593265,10.297,190
2005/01,Alberta,Finance and insurance administration occupations,v64593070,10.107,180
2005/01,Alberta,Finance and insurance administration occupations,v64593071,10.108,180
2005/01,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,180
2005/02,Alberta,"Auditors, accountants and investment professionals",v64593061,10.99,180
2005/02,Alberta,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",v64593580,10.594,180
2005/04,Alberta,Administrative services managers,v64593003,10.43,180
2005/05,Alberta,Administrative services managers,v64593003,10.43,180
2005/06,Alberta,Administrative services managers,v64593003,10.43,180
2005/06,Alberta,"Auditors, accountants and investment professionals",v64593061,10.99,180
2005/06,Alberta,Computer and information systems professionals,v64593170,10.205,180
2005/07,Alberta,"Auditors, accountants and investment professionals",v64593061,10.99,180
2005/07,Alberta,Carpenters and cabinetmakers,v64593469,10.487,180
2005/08,Alberta,"Auditors, accountants and investment professionals",v64593061,10.99,180
2005/08,Alberta,Finance and insurance administration occupations,v64593070,10.107,180
2005/08,Alberta,Finance and insurance administration occupations,v64593071,10.108,180
2005/08,Alberta,"Policy and program officers, researchers and consultants",v64593281,10.311,180
2005/08,Alberta,"Technical occupations in libraries, archives, museums and art galleries",v64593330,10.358,180
2005/09,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,180
2005/09,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,180
2005/10,Alberta,Managers in food service and accommodation,v64593019,10.59,180
2005/10,Alberta,"Technical occupations in art, culture, recreation and sport",v64593329,10.357,180
2005/10,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,180
2005/10,Alberta,Longshore workers and material handlers,v64593569,10.584,180
2005/11,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,180
2005/11,Alberta,Occupations in protective services,v64593391,10.21,180
2005/11,Alberta,"Other trades, n.e.c.",v64593526,10.543,180
2005/11,Alberta,Agriculture and horticulture workers,v64593588,10.602,180
2005/12,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,180
2005/12,Alberta,Other construction trades,v64593477,10.495,180
2006/02,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,180
2006/02,Alberta,Occupations in travel and accommodation,v64593404,10.427,180
2006/02,Alberta,Assemblers in manufacturing,v64593692,10.704,180
2006/03,Alberta,"Food counter attendants, kitchen helpers and related occupations",v64593439,10.46,180
2006/03,Alberta,Assemblers in manufacturing,v64593692,10.704,180
2006/04,Alberta,"Technical occupations in art, culture, recreation and sport",v64593329,10.357,180
2006/04,Alberta,Sales and service supervisors,v64593356,10.383,180
2006/04,Alberta,Sales and service supervisors,v64593357,10.384,180
2006/05,Alberta,Administrative services managers,v64593003,10.43,180
2006/05,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,180
2006/05,Alberta,Longshore workers and material handlers,v64593569,10.584,180
2006/05,Alberta,Assemblers in manufacturing,v64593692,10.704,180
2006/06,Alberta,Sales and service supervisors,v64593356,10.383,180
2006/06,Alberta,Sales and service supervisors,v64593357,10.384,180
2006/06,Alberta,Occupations in travel and accommodation,v64593404,10.427,180
2006/06,Alberta,Assemblers in manufacturing,v64593692,10.704,180
2006/07,Alberta,Administrative services managers,v64593003,10.43,180
2006/07,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,180
2006/07,Alberta,Occupations in travel and accommodation,v64593404,10.427,180
2006/07,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,180
2006/08,Alberta,Technical and related occupations in health,v64593243,10.275,180
2006/08,Alberta,College and other vocational instructors,v64593295,10.324,180
2006/08,Alberta,"Technical occupations in libraries, archives, museums and art galleries",v64593330,10.358,180
2006/08,Alberta,Sales and service supervisors,v64593356,10.383,180
2006/08,Alberta,Sales and service supervisors,v64593357,10.384,180
2006/08,Alberta,Assemblers in manufacturing,v64593692,10.704,180
2006/09,Alberta,Occupations in travel and accommodation,v64593404,10.427,180
2006/10,Alberta,Administrative services managers,v64593003,10.43,180
2006/10,Alberta,Other construction trades,v64593477,10.495,180
2006/11,Alberta,Administrative services managers,v64593003,10.43,180
2006/11,Alberta,Managers in food service and accommodation,v64593019,10.59,180
2006/11,Alberta,Professional occupations in business and finance,v64593060,10.6,180
2006/11,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,180
2006/11,Alberta,Assisting occupations in support of health services,v64593264,10.296,180
2006/11,Alberta,Assisting occupations in support of health services,v64593265,10.297,180
2006/11,Alberta,Occupations in protective services,v64593391,10.21,180
2006/11,Alberta,Occupations in travel and accommodation,v64593404,10.427,180
2006/11,Alberta,Assemblers in manufacturing,v64593692,10.704,180
2006/12,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,180
2006/12,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,180
2006/12,Alberta,"Technical occupations in art, culture, recreation and sport",v64593329,10.357,180
2006/12,Alberta,Sales and service supervisors,v64593356,10.383,180
2006/12,Alberta,Sales and service supervisors,v64593357,10.384,180
2007/01,Alberta,"Technical occupations in art, culture, recreation and sport",v64593329,10.357,180
2007/01,Alberta,Cashiers,v64593378,10.403,180
2007/01,Alberta,Cashiers,v64593379,10.404,180
2007/01,Alberta,Occupations in protective services,v64593391,10.21,180
2007/01,Alberta,Longshore workers and material handlers,v64593569,10.584,180
2007/02,Alberta,Managers in food service and accommodation,v64593019,10.59,180
2007/02,Alberta,Sales and service supervisors,v64593356,10.383,180
2007/02,Alberta,Sales and service supervisors,v64593357,10.384,180
2007/03,Alberta,Administrative support clerks,v64593117,10.153,180
2007/03,Alberta,"Food counter attendants, kitchen helpers and related occupations",v64593439,10.46,180
2007/04,Alberta,Administrative services managers,v64593003,10.43,180
2007/04,Alberta,Professional occupations in business and finance,v64593060,10.6,180
2007/04,Alberta,Administrative support clerks,v64593117,10.153,180
2007/04,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,180
2007/04,Alberta,"Other trades, n.e.c.",v64593526,10.543,180
2007/04,Alberta,"Occupations unique to agriculture, excluding labourers",v64593579,10.593,180
2007/05,Alberta,Administrative services managers,v64593003,10.43,180
2007/05,Alberta,Administrative support clerks,v64593117,10.153,180
2007/05,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,180
2007/05,Alberta,Child care and home support workers,v64593417,10.22,180
2007/05,Alberta,Child care and home support workers,v64593418,10.44,180
2007/05,Alberta,Longshore workers and material handlers,v64593569,10.584,180
2007/06,Alberta,Professional occupations in business and finance,v64593060,10.6,180
2007/06,Alberta,Technical and related occupations in health,v64593243,10.275,180
2007/06,Alberta,Child care and home support workers,v64593417,10.22,180
2007/06,Alberta,Child care and home support workers,v64593418,10.44,180
2007/06,Alberta,Longshore workers and material handlers,v64593569,10.584,180
2007/07,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,180
2007/08,Alberta,Technical and related occupations in health,v64593243,10.275,180
2007/08,Alberta,"Technical occupations in libraries, archives, museums and art galleries",v64593330,10.358,180
2007/08,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,180
2007/09,Alberta,Professional occupations in business and finance,v64593060,10.6,180
2007/09,Alberta,"Occupations in art, culture, recreation and sport",v64593310,10.16,180
2007/09,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,180
2007/10,Alberta,Administrative services managers,v64593003,10.43,180
2007/10,Alberta,Administrative support clerks,v64593117,10.153,180
2007/11,Alberta,Professional occupations in business and finance,v64593060,10.6,180
2007/11,Alberta,"Occupations in art, culture, recreation and sport",v64593310,10.16,180
2007/12,Alberta,"Other trades, n.e.c.",v64593526,10.543,180
2007/12,Alberta,Longshore workers and material handlers,v64593569,10.584,180
2007/12,Alberta,Assemblers in manufacturing,v64593692,10.704,180
2008/01,Alberta,Administrative support clerks,v64593117,10.153,180
2008/02,Alberta,Administrative support clerks,v64593117,10.153,180
2008/02,Alberta,Teachers and professors,v64593291,10.15,180
2008/02,Alberta,Cashiers,v64593378,10.403,180
2008/02,Alberta,Cashiers,v64593379,10.404,180
2008/02,Alberta,Assemblers in manufacturing,v64593692,10.704,180
